COMMUNE_PCODE	commune	PROVINCE	REGION	area_km2	road_length_km	road_density_km_per_km2	indice_densite_routiere	Indice_transport	Indice_POI	Indice_accessibilite
MA0010032550511	Sidi Aissa Ben Ali	Fquih Ben Salah	Béni Mellal-Khénifra	113.87164063906556	50.41327547457551	0.4427201996181689	6.12	0.0	0.07	3.07
MA0010032550513	Sidi Hammadi	Fquih Ben Salah	Béni Mellal-Khénifra	92.99869859833726	37.72301601001159	0.4056295042679882	5.61	1.92	0.0	3.38
MA0010032550901	Khalfia	Fquih Ben Salah	Béni Mellal-Khénifra	281.5531733519884	135.6472907781427	0.4817821414094345	6.66	0.0	0.07	3.34
MA0010032550903	Bni Chegdale	Fquih Ben Salah	Béni Mellal-Khénifra	323.8035471229445	114.25078866280616	0.3528398304402343	4.88	0.0	0.07	2.45
MA0010032550905	Bni Oukil	Fquih Ben Salah	Béni Mellal-Khénifra	631.1008111679979	272.8855956576422	0.4323962048988724	5.98	0.0	0.04	3.0
MA0010032550907	Bradia	Fquih Ben Salah	Béni Mellal-Khénifra	323.2579345691335	97.28085619423592	0.3009388039427411	4.16	0.0	0.15	2.11
MA0010032550909	Hel Merbaa	Fquih Ben Salah	Béni Mellal-Khénifra	97.79297523828455	18.21568525329685	0.1862678296565996	2.58	0.0	0.04	1.3
MA0010032550911	Krifate	Fquih Ben Salah	Béni Mellal-Khénifra	287.4343430710862	86.58435339897547	0.3012317612219429	4.16	0.0	0.22	2.12
MA0010032551101	Dar Ould Zidouh	Fquih Ben Salah	Béni Mellal-Khénifra	316.9900876141917	210.75053754375185	0.6648489835437886	9.19	0.0	0.11	4.62
MA0010032551103	Had Boumoussa	Fquih Ben Salah	Béni Mellal-Khénifra	573.1559463479283	97.70193276396915	0.1704630884256066	2.36	0.0	0.11	1.2
MA0010032551107	Oulad Nacer	Fquih Ben Salah	Béni Mellal-Khénifra	181.77777483016447	127.84453094344576	0.7033012207509488	9.72	0.0	0.07	4.87
MA0010043010101	Khénifra	Khénifra	Béni Mellal-Khénifra	27.537844206240315	34.6572785017562	1.2585327392440746	17.4	0.24	2.9	9.35
MA0010043010105	M'Rirt	Khénifra	Béni Mellal-Khénifra	17.225042761358054	15.359000177906063	0.8916668823813784	12.33	0.0	0.88	6.34
MA0010043010301	Ait Ishaq	Khénifra	Béni Mellal-Khénifra	444.24144997708345	116.66858390566414	0.2626242641511335	3.63	0.0	0.18	1.85
MA0010043010303	Ait Saadelli	Khénifra	Béni Mellal-Khénifra	135.54519943547888	9.087185601728152	0.0670417369229941	0.93	0.0	0.0	0.46
MA0010043010305	El Kbab	Khénifra	Béni Mellal-Khénifra	349.3164007994591	122.154491650182	0.3496958384164456	4.83	0.0	0.44	2.5
MA0010043010307	Kerrouchen	Khénifra	Béni Mellal-Khénifra	250.88782492519405	56.2100241848796	0.2240444477592304	3.1	0.0	0.04	1.56
MA0010043010309	Ouaoumana	Khénifra	Béni Mellal-Khénifra	178.67744485801444	18.35686687763889	0.1027374601882522	1.42	0.0	0.22	0.75
MA0010043010311	Sidi Yahya Ou Saad	Khénifra	Béni Mellal-Khénifra	251.2093997887482	82.46265134217637	0.3282626024803309	4.54	0.0	0.11	2.29
MA0010043010313	Tighassaline	Khénifra	Béni Mellal-Khénifra	398.4726257593165	85.86096843211804	0.2154751992524058	2.98	0.0	0.26	1.54
MA0010043010501	Aguelmam Azegza	Khénifra	Béni Mellal-Khénifra	624.7980094544725	89.01224001327417	0.1424656267567066	1.97	0.0	0.18	1.02
MA0010043010505	El Borj	Khénifra	Béni Mellal-Khénifra	208.471360505662	41.013139383051744	0.196732727620578	2.72	0.0	0.22	1.4
MA0010043010511	Lehri	Khénifra	Béni Mellal-Khénifra	437.3768002745806	33.896190147623784	0.0774988296735083	1.07	0.0	0.04	0.54
MA0010043010513	Moha Ou Hammou Zayani	Khénifra	Béni Mellal-Khénifra	268.33735553976084	70.19192084541471	0.2615808771917857	3.62	0.0	0.4	1.89
MA0010043010521	Sidi Amar	Khénifra	Béni Mellal-Khénifra	159.74614852043896	20.614581327069818	0.1290458738317077	1.78	0.0	0.0	0.89
MA0010043010525	Sidi Lamine	Khénifra	Béni Mellal-Khénifra	653.7515301662639	120.70747568195922	0.1846381539654072	2.55	0.0	0.07	1.29
MA0010043010703	Aguelmous	Khénifra	Béni Mellal-Khénifra	1462.5233669907304	183.2500304433964	0.125297164188528	1.73	0.0	0.33	0.93
MA0010043010707	El Hammam	Khénifra	Béni Mellal-Khénifra	935.2134623686017	172.24132913375144	0.1841732781492669	2.55	0.0	0.15	1.3
MA0010043010709	Had Bouhssoussen	Khénifra	Béni Mellal-Khénifra	333.01967748566216	112.75670298605812	0.3385887099446631	4.68	0.0	0.15	2.37
MA0010043010715	Moulay Bouazza	Khénifra	Béni Mellal-Khénifra	379.868159409314	114.03977440841469	0.300208826624858	4.15	0.0	0.07	2.09
MA0010043010717	Oum Rabia	Khénifra	Béni Mellal-Khénifra	537.04999261817	125.9599272924545	0.2345404134136336	3.24	0.0	0.29	1.68
MA0010043010719	Sebt Ait Rahou	Khénifra	Béni Mellal-Khénifra	785.4823722384549	169.79384481196448	0.2161650608760178	2.99	0.0	0.0	1.5
MA0010043010723	Sidi Hcine	Khénifra	Béni Mellal-Khénifra	280.68099444718075	29.88473644256066	0.1064722479746823	1.47	0.0	0.0	0.74
MA0010053110101	Bejaad	Khouribga	Béni Mellal-Khénifra	21.045731269221125	20.48359118114524	0.9732895910869106	13.46	0.0	0.95	6.92
MA0010053110103	Boujniba	Khouribga	Béni Mellal-Khénifra	7.120561501819949	10.119156605749666	1.421117787292941	19.65	1.44	0.29	10.32
MA0010053110105	Hattane	Khouribga	Béni Mellal-Khénifra	5.669461833426451	7.193715966909653	1.2688534076543891	17.54	3.37	0.04	9.79
MA0010053110107	Khouribga	Khouribga	Béni Mellal-Khénifra	60.805314214631885	126.75107468989484	2.084539424341863	28.82	44.71	6.02	29.03
MA0010053110109	Oued Zem	Khouribga	Béni Mellal-Khénifra	37.62885635629996	36.15120345503348	0.9607308580607689	13.28	0.48	1.84	7.15
MA0010053110301	Ain Kaicher	Khouribga	Béni Mellal-Khénifra	149.09817401888225	96.3261981564226	0.646058872218137	8.93	0.0	0.22	4.51
MA0010053110303	Bni Bataou	Khouribga	Béni Mellal-Khénifra	233.4190516011929	57.85616497216603	0.2478639364494374	3.43	0.0	0.04	1.72
MA0010053110305	Bni Zrantel	Khouribga	Béni Mellal-Khénifra	343.1775771928893	104.6582857267035	0.3049683099425763	4.22	0.0	0.0	2.11
MA0010053110307	Boukhrisse	Khouribga	Béni Mellal-Khénifra	278.86599836620815	48.57431221535663	0.1741851373058705	2.41	0.0	0.0	1.2
MA0010053110309	Chougrane	Khouribga	Béni Mellal-Khénifra	322.7764540549635	168.5719830852036	0.5222561341370291	7.22	0.0	0.07	3.62
MA0010053110311	Oulad Gouaouch	Khouribga	Béni Mellal-Khénifra	178.3876774419537	45.392171745584086	0.2544580006674196	3.52	0.0	0.0	1.76
MA0010053110313	Rouached	Khouribga	Béni Mellal-Khénifra	270.4552183637071	21.795955253369254	0.0805898861380376	1.11	0.0	0.0	0.56
MA0010053110315	Tachraft	Khouribga	Béni Mellal-Khénifra	174.7603505351088	47.58315272765776	0.2722765923847151	3.76	0.0	0.11	1.9
MA0010053110501	Bir Mezoui	Khouribga	Béni Mellal-Khénifra	115.54467452817605	82.27526890235646	0.712064569296037	9.84	1.44	0.07	5.37
MA0010053110503	Bni Ykhlef	Khouribga	Béni Mellal-Khénifra	223.869485036528	164.81802030325915	0.7362236987160906	10.18	0.0	0.04	5.1
MA0010053110505	Boulanouare	Khouribga	Béni Mellal-Khénifra	142.07669330126328	44.82300321017202	0.3154845609696736	4.36	3.85	0.22	3.38
MA0010053110507	Lagfaf	Khouribga	Béni Mellal-Khénifra	146.13118945177885	165.71334987808982	1.1340039761516674	15.68	0.24	0.07	7.93
MA0010053110509	El Foqra	Khouribga	Béni Mellal-Khénifra	243.5859402121615	96.69384890040538	0.396959893564406	5.49	0.0	0.0	2.74
MA0010053110511	M'Fassis	Khouribga	Béni Mellal-Khénifra	198.12287532282468	84.36908544919555	0.4258422219631285	5.89	0.0	0.0	2.94
MA0010053110513	Oulad Abdoune	Khouribga	Béni Mellal-Khénifra	308.5800993046079	142.55178454830283	0.4619603949494683	6.39	1.68	0.29	3.76
MA0010053110515	Oulad Azzouz	Khouribga	Béni Mellal-Khénifra	319.17595744754647	91.6742123112154	0.2872215471501521	3.97	6.73	0.73	4.15
MA0010053110701	Ait Ammar	Khouribga	Béni Mellal-Khénifra	136.78226681225675	27.829749065712534	0.2034602124551044	2.81	0.0	0.0	1.4
MA0010053110703	Bni Smir	Khouribga	Béni Mellal-Khénifra	349.74410936603846	157.76132580278792	0.4510764343929996	6.24	0.24	0.29	3.25
MA0010053110705	Braksa	Khouribga	Béni Mellal-Khénifra	205.56678973095347	97.03808447238262	0.4720513688003125	6.53	0.0	0.04	3.27
MA0010053110707	Kasbat Troch	Khouribga	Béni Mellal-Khénifra	101.38333566423962	108.93153513031264	1.0744520725878568	14.85	0.0	0.04	7.43
MA0010053110709	Lagnadiz	Khouribga	Béni Mellal-Khénifra	279.4932016375066	67.69624694666912	0.2422107104933053	3.35	0.0	0.0	1.68
MA0010053110711	Maadna	Khouribga	Béni Mellal-Khénifra	154.39459262128415	110.39474653304111	0.7150169229296092	9.88	0.0	0.0	4.94
